,assymetry,border,diameter,color_r,color_g,color_b,label
0,0.6432686874440344,0.048770495800860306,13.059999999999999,81.70313114569872,93.94006948736678,108.61789440167819,1.0
1,0.3418296609401378,0.03082975194381586,20.66,116.68415720811758,138.87789716801038,167.7988028354075,1.0
2,0.6835961342073842,0.04356653044864813,14.62,91.54198638352183,108.74559155947502,151.73643157546726,1.0
3,-0.0059723328023630114,0.19658724541951716,3.24,57.08056991308051,78.25214394951314,103.01684186073524,1.0
4,0.7503365754261577,0.03289993156814234,19.36,55.71683218068577,68.85731566598383,91.6892635033395,1.0
5,0.8521401891411398,0.0240537264032944,26.48,76.02871314772818,95.94625095442683,115.25567784248254,1.0
6,0.527595612200996,0.060661207158022444,10.5,113.53437827377488,137.12986155569783,183.03977454603654,1.0
7,0.06515761190220244,0.041199396840830245,15.46,73.20598714775412,87.23681051404813,116.33489502386333,1.0
8,0.5159900308716697,0.03558338967370032,17.9,76.28333296718148,105.80676568744346,162.05036119216382,1.0
9,0.06277124695825781,0.023784267182943825,26.78,84.01171036201205,93.98943090928934,119.2878427392779,1.0
10,0.7765029139992978,0.02610420799832933,24.4,78.08011982881598,103.74754636233952,145.37387624821685,1.0
11,0.20643433349080542,0.030446590590785635,20.92,79.3419189613576,109.47061763850944,162.4077183966773,1.0
12,0.8439446078286,0.044109603542883354,14.44,93.94312324686608,110.38230011170411,150.44453469033138,1.0
13,0.6326048472374504,0.07674008134448622,8.3,66.43074197120708,84.36275526024363,111.77217275747509,1.0
14,0.09102008128572991,0.025913046182230906,24.58,70.28423483517822,94.48605071623939,153.6639249884533,1.0
15,0.19194600576989315,0.06486177954778367,9.82,102.3342881188265,122.83650810056042,159.47541357046887,1.0
16,0.8128218397651213,0.07440919102327519,8.56,106.40903624313643,123.41550874433477,162.48409142443822,1.0
17,0.3420859474569515,0.06566419331538513,9.7,51.28506737137451,69.28045849510076,134.51289680597696,1.0
18,0.6276359160569221,0.10441683199331732,6.1,78.24734421816667,118.79026133213696,166.2311451506946,1.0
19,0.44272751490459655,0.056366608421171284,11.3,99.06356890757506,110.45460102873027,131.29151814924072,1.0
20,0.6580183027592037,0.055774314812542525,11.42,77.60441123665895,99.26788903913884,143.16971419403635,1.0
21,0.7554203239332513,0.051366344770906104,12.4,61.688191394055636,86.20811051517532,156.24628066339625,1.0
22,0.8374608200712887,0.04010974024932214,15.88,67.10143647782081,92.4669767084389,146.0392245358163,1.0
23,0.48604164789318105,0.03720459551163759,17.12,71.46849237223334,88.27653004516908,107.57573098559966,1.0
24,0.5113162693676132,0.024997750202481777,25.48,97.5400375868604,119.79282154137714,165.27306380290588,1.0
25,0.22005344719444672,0.029031115549646106,21.94,92.34641234840133,120.61531477398016,169.23285942668136,1.0
26,-0.04403122338878197,0.03359402295143648,18.96,82.50147050624842,129.14380614261813,185.60212934592502,1.0
27,0.6974519974745038,0.02783840363458198,22.88,88.18739535433541,117.36841797302014,150.3046475227616,1.0
28,0.29161032417584043,0.035151361763754725,18.119999999999997,100.89583272058823,124.1929656862745,151.154625,1.0
29,0.15872894655473263,0.09535069987413707,6.68,102.69916529830323,122.422678343368,174.00280514504652,1.0
30,0.8172136077631513,0.049839019965511405,12.78,97.81032906482223,131.69542842830862,187.51465313771962,1.0
31,0.9769440941564526,0.031284021373243404,20.36,72.52281559999864,91.10164351871033,125.70074379250826,1.0
32,-0.0996639195970814,0.03116157901953208,20.44,76.85220905363524,96.1780299653258,168.58714226963042,1.0
33,-0.10827406441673446,0.10207414666013391,6.24,89.8197285012222,107.0734450827359,172.11489758582343,1.0
34,0.8810314623796752,0.07205233881891807,8.84,94.63528506910161,123.78062067699088,187.10634436102632,1.0
35,0.45416498043229986,0.0348056106644391,18.3,95.63660530226761,110.91288952011122,180.74351838534926,1.0
36,-0.3571487192191053,0.037423188904772954,17.02,93.16719861946794,118.41582766672867,184.4111018711596,1.0
37,0.8703393365676403,0.05263989050902774,12.1,93.49383949383949,112.58271173271173,161.63440448440448,1.0
38,-0.04659809005438926,0.056366608421171284,11.3,93.15624476163173,111.49772135875637,174.89305034003374,1.0
39,0.8816197793770069,0.028059148685428883,22.7,93.88083502262391,114.62301772157781,157.49333751541658,1.0
40,0.11913192677987111,0.027814090618307235,22.9,105.64376971243043,131.27006957328385,165.5550858070501,1.0
41,0.2451527711447509,0.07061448726820795,9.02,67.59195400725481,89.43974265964,151.95134350831566,1.0
42,0.9337486299578698,0.06281485948315933,10.14,97.49790184949528,130.46339459282217,172.47471679847607,1.0
43,0.10503013342244154,0.05865033841245264,10.86,59.776870663016375,81.38209672828798,151.90661423885936,1.0
44,0.6732738800039731,0.04184905881466725,15.22,85.70610738033703,120.36253230557209,171.5807114255414,1.0
45,-0.12169829995213252,0.0322665995521396,19.74,112.50760296850098,135.9777934058834,179.50097780546784,1.0
46,0.3543476879998397,0.06318875745627338,10.08,86.14717143555882,100.37737344093911,139.55114697970163,1.0
47,-0.09240503074009541,0.04718093890068412,13.5,95.2866303897467,119.04378863630086,163.8481882716902,1.0
48,0.11696084760436407,0.02470685318693699,25.78,94.3997193966601,119.7802237503448,166.0393711262947,1.0
49,0.2236687319543914,0.08821920708576671,7.22,97.58174125184593,105.18586963063092,130.45433461255365,1.0
50,-0.14430908808094486,0.055003685246911536,11.58,104.59150849338776,113.66664329481539,137.5948141852316,1.0
51,0.5801820682454959,0.036272361911118205,17.56,59.59462611336349,85.8262063720656,142.5748249403858,1.0
52,0.3711963616541423,0.06790433637092064,9.38,86.45878823712748,103.8644776283585,150.81750680636912,1.0
53,0.6386212323546839,0.0414676220806794,15.36,100.63256354946496,117.41649283085903,162.75692847777356,1.0
54,0.9505197059184624,0.03175187812359101,20.059999999999995,73.56333423138798,91.42903659684335,168.93679378003569,1.0
55,0.9684113646018239,0.062445360309728984,10.2,51.17962837923298,80.26003529794069,120.13003808052368,1.0
56,0.7724463322594458,0.024292245429414026,26.22,47.56420650695679,71.86558719806631,143.6659836968192,1.0
57,0.0875260203825653,0.035663083715522716,17.86,70.32162732644723,101.25352027785522,148.44605944855886,1.0
58,0.7383577068732041,0.02521546615832287,25.26,77.42396134105398,105.71847277844205,159.24699478125115,1.0
59,0.8646036008493395,0.048253232966608765,13.199999999999998,76.49427364847452,93.52600653556591,126.42403406832679,1.0
60,0.3419972136515706,0.06195940419836924,10.28,80.84978491486017,97.147152122142,130.18460611651307,1.0
61,0.516957721261513,0.04240630327291849,15.019999999999998,96.63555903348343,125.60167559699235,184.85818759293164,1.0
62,0.1246817132930412,0.030949595488786962,20.58,64.18564313748892,88.15848456860924,122.92952305661598,1.0
63,0.7681821154150247,0.036189924724956565,17.6,68.63241164408996,81.81695077255921,111.5182401472464,1.0
64,0.7009781032094201,0.03293395424815076,19.34,62.241517313566746,77.68743190993955,107.85217727981544,1.0
65,-0.1600467008094244,0.028562451800862584,22.3,79.60887082149051,102.05483376637936,152.90032742236497,1.0
66,0.8265667605168185,0.07061448726820795,9.02,90.99739359021777,107.45063087528204,148.03957771196937,1.0
67,0.8318203820145758,0.03558338967370032,17.9,86.41659287002201,112.863390659695,154.60084319325446,1.0
68,0.6736706075039826,0.04157589263441486,15.32,73.35390720524816,97.84955264641495,136.19842254779215,1.0
69,0.6932451956833258,0.0747585299482671,8.52,85.9769613014602,108.69212002781308,155.15223763397032,1.0
70,0.9445208850615494,0.02731315073581628,23.32,93.2674434460865,126.03298084397677,180.85274181710795,0.0
71,-0.2303951916460635,0.10339978492844734,6.16,120.40798844537815,158.34428571428572,213.50836659663867,0.0
72,0.9520653383976942,0.08165931732810713,7.8,70.75283480955727,109.12783727175433,158.34200245563122,0.0
73,0.358436834367349,0.12637751491254676,5.04,85.00250736538582,117.63754466244593,167.7187754654297,0.0
74,0.2585475779121012,0.09450188058742369,6.74,76.12702237521515,99.23448327471377,132.45218389084286,0.0
75,0.2770245674353531,0.08584133088399402,7.42,69.4890243902439,104.11108745850773,165.11470991485064,0.0
76,0.7583152427227933,0.10078206885430942,6.32,75.80323048963903,117.71085916610963,167.1747681316845,0.0
77,0.6766088915648029,0.05748580100715123,11.08,95.00496867394675,117.751091514574,159.1316872906201,0.0
78,0.9531568179713058,0.08773315084837957,7.26,49.90889689913127,80.04861320583977,129.08833177485522,0.0
79,0.47584426227209087,0.07564639847496861,8.42,84.70563078716678,120.61716980920566,188.31034347465416,0.0
80,0.5286212234203745,0.053614703296231955,11.88,103.2432720486513,140.91730238231025,198.10044213058382,0.0
81,0.3153458468451242,0.046560137073043545,13.68,97.2662722526532,129.94764849366655,181.7408785518658,0.0
82,-0.05006615202436784,0.06690574318899534,9.52,88.15241428132555,122.33036184166589,182.57543376921743,0.0
83,0.5328380707360943,0.06834148875099094,9.32,99.79868644868645,136.29619164619166,187.92018522018523,0.0
84,0.9576073022828988,0.0432118504178586,14.74,72.21207433425242,108.45622705109824,163.39133717960684,0.0
85,0.8628917195804366,0.07045826052646413,9.039999999999997,80.67566765073099,115.64837994455816,171.6405163538835,0.0
86,0.35116777437597974,0.03707466095222559,17.18,84.96977765369321,120.51150257053489,172.51404676026382,0.0
87,0.7515932296710628,0.04152168677700363,15.34,70.24437788901906,110.13675663009906,160.1898885930344,0.0
88,0.7517005714009664,0.05079287680695659,12.54,75.86097138111354,112.1633839508173,172.21788779273666,0.0
89,-0.15126003510941777,0.06923289947382998,9.2,97.86925974540767,127.07756212304267,169.40317255358994,0.0
90,0.5707866597647391,0.057798790849295435,11.02,103.4871131429539,123.65536101366379,175.19663899339122,0.0
91,0.8293100871949107,0.03614884649030849,17.62,81.14794282162833,101.74366858832859,138.21844623990057,0.0
92,0.9164892784636912,0.10580443108957405,6.02,96.47534143276079,130.6318056137411,169.71653121072475,0.0
93,0.3480810166826181,0.031314782456206273,20.34,105.6209244308929,146.56514143220954,210.5348664720557,0.0
94,-0.05741261063165118,0.036313721502807046,17.54,108.22686667409701,137.26195247638134,215.02289347870587,0.0
95,0.5719150824533401,0.11708505058074183,5.44,68.30526062969321,106.50901731409074,147.9469981138873,0.0
96,0.7215802069506008,0.09366804046459347,6.8,66.3897956296382,91.8864966366992,151.3902286358589,0.0
97,0.2273278504784507,0.055774314812542525,11.42,95.43415217045168,127.87164801597791,189.43244091372142,0.0
98,0.5758815941645355,0.049839019965511405,12.78,88.04792881189712,116.85610333070208,172.5408681593395,0.0
99,0.7594382231044814,0.07140612950215647,8.92,83.07484007306265,108.89424208419679,170.1261613985655,0.0
100,0.5342060271903653,0.037733570803272255,16.88,96.84491546468469,122.4419556281991,184.3800081890083,0.0
101,0.23640060329639204,0.07582650894752806,8.4,101.79343838479836,135.3467292336674,193.3584251897234,0.0
102,0.8098908707894046,0.032630259997911665,19.52,83.87240400312719,94.06162463995834,147.0678978633453,0.0
103,0.7876780465532511,0.054439544885404756,11.7,86.10866987377163,116.51697051930431,167.7471156613626,0.0
104,0.7290512706484471,0.04767534993706853,13.36,68.14898769479014,94.72859547813712,151.43543163525248,0.0
105,0.8149270116454506,0.05481434381749016,11.62,107.64505573308314,148.31878647910335,208.1361226235318,0.0
106,0.4158280314353831,0.0788295390048559,8.08,100.2534527376529,137.3794155569035,194.06843294022977,0.0
107,0.4680512292487,0.039908688919751606,15.96,89.22111655888155,138.92377887832407,201.55286985874363,0.0
108,0.8289435573303088,0.043866575424189785,14.52,73.51393689040529,121.94170676205096,188.9059219384854,0.0
109,0.5750043513472608,0.08469982382436644,7.52,72.67762232585683,118.45446245712735,194.51224404189094,0.0
110,0.6677206014598539,0.07844121615261523,8.12,90.35209989407198,128.07505106701996,196.90022733550046,0.0
111,0.8656355451695986,0.04173936272340993,15.26,96.5849212649075,137.0047854552965,201.31170047320697,0.0
112,0.24009632644598292,0.05758975363103397,11.06,103.40189829649884,138.9019524526051,204.23313120608148,0.0
113,0.5663732495666024,0.055290162774239204,11.52,72.27144194317634,105.40195733008322,172.97914288176935,0.0
114,0.5967555268594644,0.06159987187226651,10.34,75.10315464167032,100.6298597213043,157.82400469147063,0.0
115,0.07806549709369182,0.018494270475006843,34.44,90.60896173051762,129.81281699083883,186.21383674530531,0.0
116,0.2684809430124929,0.06878430617270363,9.26,79.93123891475958,105.40513494166181,171.4935880878406,0.0
117,0.9208757831646711,0.062445360309728984,10.2,88.46518697179391,123.65839147787636,182.60178022798402,0.0
118,0.12591757636283651,0.08797550761867895,7.239999999999999,91.21128875507365,123.4876193379957,189.63910284505593,0.0
119,0.8687860336877525,0.04732114971465346,13.459999999999999,72.88063220042436,112.92550041676164,166.1026643015306,0.0
120,0.24924597787960245,0.06232315803906416,10.22,78.79168082308793,107.8146823682973,162.7034599253309,0.0
121,0.8494291110430987,0.07271035104557486,8.76,89.26305569558804,122.85977813519403,181.14101938316355,0.0
122,0.8269312239068781,0.050152966547971314,12.7,101.63179991001007,140.69251831716366,207.1939196065234,0.0
123,0.8906709444340566,0.03181531843952226,20.02,91.44673800242437,114.77026972262364,162.87760782569575,0.0
124,0.7027873522625565,0.03373637050631545,18.88,98.30914005400285,112.88052080240892,147.51368929980066,0.0
125,0.9368980284991157,0.042014688335041926,15.16,66.84232724010317,95.45438690142424,132.92175843893685,0.0
126,0.497907398224222,0.09339335412892016,6.82,72.55647091807026,107.7384588841683,154.99125708986608,0.0
127,0.5404157897454166,0.1349454820252618,4.72,75.73104285497504,120.72150960911907,184.84300493622186,0.0
128,0.8861891476650406,0.0481074528065888,13.24,77.98279480197577,110.13399033563125,169.16562058713126,0.0
129,0.7009458463574585,0.06486177954778367,9.82,83.70701287779238,114.44598580814717,180.07326360052562,0.0
130,0.8733611215180859,0.09099181073703366,7.0,97.51017819438871,121.14944499155025,176.9208803945646,0.0
131,0.598195974112457,0.039709643089727915,16.04,102.0831322521226,136.7202537338532,179.26871541370585,0.0
132,0.9247469313247689,0.08630659555003192,7.38,90.58203639378056,112.96541086971672,148.97850558818027,0.0
133,0.44954965217445036,0.047250940293711845,13.48,85.47826654411561,117.83920593996547,170.6603499783766,0.0
134,0.784649783605284,0.05897617362585515,10.8,84.89560955903876,112.23124404100643,175.25850349451645,0.0
135,0.2047023410010341,0.08124268815806578,7.84,86.60181569286696,115.48240072055434,195.96185224083942,0.0
136,0.858499209791912,0.06269120818496414,10.16,88.45790769490077,121.2024283211837,170.415300710919,0.0
137,-0.35002322323215734,0.047041556511021834,13.54,86.85853713051091,100.21837970972256,136.89325779297545,0.0
138,-0.21635075120092814,0.06159987187226651,10.34,95.60176443363471,124.36739226079487,163.1623720814184,0.0
139,0.5935628464481401,0.03542506535924558,17.98,91.02561047163734,133.54205769823184,192.70476223802004,0.0
140,0.14321247801935716,0.04960612734885013,12.84,82.34487535129153,118.17401296312664,179.24265965677864,0.0
141,0.6893808047010657,0.054720161096154254,11.64,76.45286880083695,109.23231218575373,166.36529995006143,0.0
142,-0.0519207170792266,0.046765247809048144,13.62,84.89689130918316,119.62909109664331,177.82178028451114,0.0
143,0.8451394591998154,0.04523740590619571,14.08,76.70983457049513,114.55883541322743,182.7292195123487,0.0
144,0.8618204743706714,0.045431003934324934,14.02,87.12836035328348,105.28527279210745,139.0031948485522,0.0
145,-0.01842588656444121,0.05272704264563209,12.08,77.97311001141988,116.9609523479946,174.5304716752604,0.0
146,0.08214333190634049,0.06031654120826096,10.56,87.53403681043291,117.71517438174887,181.08816150761513,0.0
147,0.4941727791222632,0.03606696914831459,17.66,88.41629063860432,115.68230116198349,175.447618290697,0.0
148,0.07298834365501387,0.058758549368933176,10.84,83.81699554915228,106.3265790218426,168.26709202706527,0.0
149,0.9521637928112132,0.04472912044657554,14.24,110.14755195214106,141.53254135747838,201.48102427837156,0.0
150,0.5035361841316922,0.09231053263177327,6.9,67.84484210880973,93.83061547662166,132.85044768827757,0.0
151,0.2880636413014465,0.03673256488807587,17.34,88.47060753683871,117.45597740022009,185.25801057519394,0.0
152,0.24214401799736188,0.048695923177311584,13.080000000000002,75.28670491803278,101.982056206089,180.90574707259952,0.0
153,0.319349150395195,0.06878430617270363,9.26,83.22578081427774,112.59064417177915,172.0224437627812,0.0
154,-0.27836914086504505,0.037117871512775964,17.16,77.50081980663684,90.63942001901354,151.89297488774278,0.0
155,0.46287588803898644,0.05071199642987545,12.56,68.73678798520766,102.6078364860191,168.18802910580786,0.0
156,0.4571210835790123,0.08971023593792052,7.1,86.03948123266588,110.7001222537418,163.84737273148093,0.0
157,0.22655845309722553,0.09099181073703366,7.0,55.68676758417362,74.20424646334514,155.05311795456234,0.0
158,0.3293545833966809,0.09257887720337728,6.88,62.869034736727315,93.13390123394653,163.69348046740654,0.0
159,0.829209030265365,0.03586388936707408,17.76,84.92750987360755,112.36489528069806,168.91721448711166,0.0
160,0.4404051363898964,0.07692544385981108,8.28,61.846074639764154,97.42547362356503,157.91465888683905,0.0
161,0.768715227516385,0.07287673628824207,8.74,48.211419514458015,75.9071528826825,132.77682851399413,0.0
162,0.9665735442773352,0.05697161674053986,11.18,66.41464656981307,94.552637311592,136.2808012045298,0.0
163,0.6405220095393913,0.03926896887541527,16.22,82.35675221826494,112.1964165523976,177.69176631461906,0.0
164,0.46122038034911017,0.06878430617270363,9.26,68.56277717825594,104.14004910445924,162.23206323225153,0.0
165,0.5909546291582456,0.07030272352750945,9.059999999999999,72.36719002596385,103.92547641209033,164.15468329006026,0.0
166,0.9230239951039554,0.036860108516159465,17.28,84.4532286881917,112.95065589744759,178.0264329285047,0.0
167,0.49962202851441007,0.07237984944991313,8.8,70.96135183931392,103.39871719907265,177.98739767341664,0.0
168,0.8450130863203249,0.10944032219230851,5.82,79.40613773330993,107.43022643496577,147.60480954888538,0.0
169,-0.21871179183823247,0.04173936272340993,15.26,75.99312843376391,100.75270348612854,166.96417936968612,0.0
170,0.2358869652126059,0.32168821977739176,1.98,181.11313686313687,192.60004995004994,198.9524975024975,0.0
